DateTime,lp_value,validation_status,dayType,season
2021-03-23 07:00:00,1.202,VAL,Weekday,Winter
2021-03-27 23:00:00,0.105,VAL,Weekend,Winter
2021-03-27 13:00:00,0.441,VAL,Weekend,Winter
2021-03-27 03:00:00,0.082,VAL,Weekend,Winter
2021-03-28 09:00:00,0.576,VAL,Weekend,Summer
2021-03-29 01:00:00,0.179,VAL,Weekday,Summer
2021-03-25 22:00:00,0.14,VAL,Weekday,Winter
2021-03-27 00:00:00,0.083,VAL,Weekend,Winter
2021-03-27 10:00:00,0.819,VAL,Weekend,Winter
2021-03-28 16:00:00,0.542,VAL,Weekend,Summer
2021-03-28 19:00:00,0.332,VAL,Weekend,Summer
2021-03-28 06:00:00,0.082,VAL,Weekend,Summer
2021-03-26 08:00:00,1.285,VAL,Weekday,Winter
2021-03-26 18:00:00,0.944,VAL,Weekday,Winter
2021-03-26 15:00:00,0.369,VAL,Weekday,Winter
2021-03-25 18:00:00,2.085,VAL,Weekday,Winter
2021-03-26 00:00:00,0.144,VAL,Weekday,Winter
2021-03-26 20:00:00,0.52,VAL,Weekday,Winter
2021-03-29 17:00:00,0.418,VAL,Weekday,Summer
2021-03-28 13:00:00,1.733,VAL,Weekend,Summer
2021-03-27 19:00:00,0.994,VAL,Weekend,Winter
2021-03-29 09:00:00,0.19,VAL,Weekday,Summer
2021-03-26 12:00:00,1.564,VAL,Weekday,Winter
2021-03-27 16:00:00,0.648,VAL,Weekend,Winter
2021-03-27 08:00:00,1.881,VAL,Weekend,Winter
2021-03-29 11:00:00,0.458,VAL,Weekday,Summer
2021-03-29 14:00:00,2.936,VAL,Weekday,Summer
2021-03-29 06:00:00,0.038,VAL,Weekday,Summer
2021-03-28 10:00:00,2.762,VAL,Weekend,Summer
2021-03-28 20:00:00,0.442,VAL,Weekend,Summer
2021-03-27 18:00:00,2.841,VAL,Weekend,Winter
2021-03-27 05:00:00,0.081,VAL,Weekend,Winter
2021-03-25 17:00:00,0.641,VAL,null,Winter
2021-03-26 03:00:00,0.102,VAL,Weekday,Winter
2021-03-28 14:00:00,0.523,VAL,Weekend,Summer
2021-03-28 04:00:00,0.08,VAL,Weekend,Summer
2021-03-29 13:00:00,2.269,VAL,Weekday,Summer
2021-03-27 12:00:00,0.289,VAL,Weekend,Winter
2021-03-26 13:00:00,2.706,VAL,Weekday,Winter
2021-03-27 22:00:00,0.121,VAL,Weekend,Winter
2021-03-28 21:00:00,0.244,VAL,Weekend,Summer
2021-03-25 21:00:00,0.237,VAL,Weekday,Winter
2021-03-28 03:00:00,0.366,VAL,Weekend,Summer
2021-03-29 07:00:00,0.067,VAL,Weekday,Summer
2021-03-29 12:00:00,1.245,VAL,Weekday,Summer
2021-03-28 15:00:00,0.413,VAL,Weekend,Summer
2021-03-26 02:00:00,0.068,VAL,Weekday,Winter
2021-03-27 06:00:00,0.088,VAL,Weekend,Winter
2021-03-27 11:00:00,0.778,VAL,Weekend,Winter
2021-03-26 09:00:00,2.134,VAL,Weekday,Winter
2021-03-26 14:00:00,1.174,VAL,Weekday,Winter
2021-03-29 19:00:00,0.426,VAL,Weekday,null
2021-03-28 02:00:00,0.094,VAL,Weekend,Summer
2021-03-28 12:00:00,2.597,VAL,Weekend,Summer
2021-03-28 22:00:00,0.309,VAL,Weekend,Summer
2021-03-26 01:00:00,0.348,VAL,Weekday,Winter
2021-03-26 11:00:00,2.567,VAL,Weekday,Winter
2021-03-26 21:00:00,0.154,VAL,Weekday,Winter
2021-03-27 07:00:00,0.492,VAL,Weekend,Winter
2021-03-29 08:00:00,0.423,VAL,Weekday,Summer
2021-03-29 18:00:00,0.619,VAL,Weekday,Summer
2021-03-29 05:00:00,0.038,VAL,Weekday,Summer
2021-03-29 10:00:00,1.36,VAL,Weekday,Summer
2021-03-27 17:00:00,2.919,VAL,Weekend,Winter
2021-03-25 19:00:00,1.325,VAL,Weekday,Winter
2021-03-29 00:00:00,0.218,VAL,Weekday,Summer
2021-03-28 08:00:00,0.213,VAL,Weekend,Summer
2021-03-27 04:00:00,0.251,VAL,Weekend,Winter
2021-03-29 02:00:00,0.104,VAL,Weekday,Summer
2021-03-28 05:00:00,0.278,VAL,Weekend,Summer
2021-03-25 23:00:00,0.184,VAL,Weekday,Winter
2021-03-27 01:00:00,0.14,VAL,Weekend,Winter
2021-03-27 21:00:00,0.366,VAL,Weekend,Winter
2021-03-26 19:00:00,0.516,VAL,Weekday,Winter
2021-03-26 07:00:00,1.845,VAL,Weekday,Winter
2021-03-26 04:00:00,0.094,VAL,Weekday,Winter
2021-03-25 20:00:00,0.62,VAL,Weekday,Winter
2021-03-26 06:00:00,0.665,VAL,Weekday,Winter
2021-03-28 17:00:00,0.471,VAL,Weekend,Summer
2021-03-29 16:00:00,1.629,VAL,Weekday,Summer
2021-03-28 07:00:00,0.115,VAL,Weekend,Summer
2021-03-27 15:00:00,1.116,VAL,Weekend,Winter
2021-03-26 16:00:00,0.128,VAL,Weekday,Winter
2021-03-29 03:00:00,0.352,VAL,Weekday,Summer
2021-03-27 02:00:00,0.114,VAL,Weekend,Winter
2021-03-26 23:00:00,0.26,VAL,Weekday,Winter
2021-03-28 01:00:00,0.288,VAL,Weekend,Summer
2021-03-28 11:00:00,2.07,VAL,Weekend,Summer
2021-03-29 15:00:00,2.087,VAL,Weekday,Summer
2021-03-26 05:00:00,0.274,VAL,Weekday,Winter
2021-03-26 10:00:00,2.735,VAL,Weekday,Winter
2021-03-27 14:00:00,1.768,VAL,Weekend,Winter
2021-03-27 09:00:00,1.574,VAL,Weekend,Winter
2021-03-28 18:00:00,0.787,VAL,Weekend,Summer
2021-03-28 23:00:00,0.315,VAL,Weekend,Summer
2021-03-27 20:00:00,0.362,VAL,Weekend,Winter
2021-03-26 22:00:00,0.083,VAL,Weekday,Winter
2021-03-28 00:00:00,0.072,VAL,Weekend,Summer
2021-03-29 21:00:00,0.132,VAL,Weekday,Summer
2021-03-26 17:00:00,0.127,VAL,Weekday,Winter
2021-03-29 04:00:00,0.221,VAL,Weekday,Summer
2021-03-31 09:00:00,2.09,VAL,Weekday,Summer
2021-03-31 19:00:00,0.279,VAL,Weekday,Summer
2021-04-01 05:00:00,0.921,VAL,Weekday,Summer
2021-04-01 15:00:00,0.9,VAL,Weekday,Summer
2021-04-01 18:00:00,2.943,VAL,Weekday,Summer
2021-04-01 08:00:00,0.637,VAL,Weekday,Summer
2021-03-30 03:00:00,0.043,VAL,Weekday,Summer
2021-03-30 13:00:00,0.624,VAL,Weekday,Summer
2021-03-30 23:00:00,0.324,VAL,Weekday,Summer
2021-03-31 06:00:00,0.126,VAL,Weekday,Summer
2021-04-01 02:00:00,0.228,VAL,Weekday,Summer
2021-03-30 20:00:00,0.568,VAL,Weekday,Summer
2021-03-30 00:00:00,0.077,VAL,Weekday,Summer
2021-03-30 10:00:00,1.041,VAL,Weekday,Summer
2021-04-01 12:00:00,3.602,VAL,Weekday,Summer
2021-04-01 22:00:00,0.234,VAL,Weekday,Summer
2021-04-02 03:00:00,0.201,VAL,Holiday,Summer
2021-03-31 23:00:00,0.022,VAL,Weekday,Summer
2021-03-31 03:00:00,0.088,VAL,Weekday,Summer
2021-04-02 18:00:00,0.532,VAL,Holiday,Summer
2021-03-31 11:00:00,0.622,VAL,Weekday,Summer
2021-04-02 15:00:00,2.41,VAL,Holiday,Summer
2021-03-31 00:00:00,0.398,VAL,Weekday,Summer
2021-04-02 20:00:00,0.358,VAL,Holiday,Summer
2021-03-30 06:00:00,1.07,VAL,Weekday,Summer
2021-03-30 09:00:00,1.355,VAL,Weekday,Summer
2021-03-31 20:00:00,0.332,VAL,Weekday,Summer
2021-04-02 00:00:00,0.342,VAL,Holiday,Summer
2021-04-02 12:00:00,0.627,VAL,Holiday,Summer
2021-04-02 02:00:00,0.065,VAL,Holiday,Summer
2021-03-31 17:00:00,0.345,VAL,Weekday,Summer
2021-04-01 03:00:00,0.075,VAL,Weekday,Summer
2021-03-30 08:00:00,0.381,VAL,Weekday,Summer
2021-03-30 18:00:00,1.223,VAL,Weekday,Summer
2021-03-30 12:00:00,1.191,VAL,Weekday,Summer
2021-03-29 23:00:00,0.137,VAL,Weekday,Summer
2021-04-01 10:00:00,0.577,VAL,Weekday,Summer
2021-04-01 20:00:00,0.933,VAL,Weekday,Summer
2021-03-30 02:00:00,0.023,VAL,Weekday,Summer
2021-04-01 17:00:00,2.644,VAL,Weekday,Summer
2021-04-02 19:00:00,0.679,VAL,Holiday,Summer
2021-03-31 04:00:00,0.092,VAL,Weekday,Summer
2021-04-02 09:00:00,0.511,VAL,Holiday,Summer
2021-03-31 21:00:00,0.376,VAL,Weekday,Summer
2021-04-02 08:00:00,0.403,VAL,Holiday,Summer
2021-04-02 13:00:00,0.402,VAL,Holiday,Summer
2021-03-31 16:00:00,0.093,VAL,Weekday,Summer
2021-04-01 04:00:00,0.149,VAL,Weekday,Summer
2021-04-01 21:00:00,0.305,VAL,Weekday,Summer
2021-03-31 05:00:00,1.081,VAL,Weekday,Summer
2021-03-30 19:00:00,0.797,VAL,Weekday,Summer
2021-03-30 01:00:00,0.247,VAL,Weekday,Summer
2021-03-31 10:00:00,0.468,VAL,Weekday,Summer
2021-03-29 19:00:00,0.426,VAL,null,Summer
2021-04-01 16:00:00,0.105,VAL,Weekday,Summer
2021-03-31 22:00:00,0.305,VAL,Weekday,Summer
2021-03-30 07:00:00,0.488,VAL,Weekday,Summer
2021-03-31 02:00:00,0.197,VAL,Weekday,Summer
2021-03-31 12:00:00,0.372,VAL,Weekday,Summer
2021-04-02 17:00:00,0.281,VAL,Holiday,Summer
2021-04-02 07:00:00,0.903,VAL,Holiday,Summer
2021-03-30 17:00:00,0.632,VAL,Weekday,Summer
2021-04-02 01:00:00,0.109,VAL,Holiday,Summer
2021-04-02 04:00:00,0.08,VAL,Holiday,Summer
2021-04-02 11:00:00,0.716,VAL,Holiday,Summer
2021-04-02 14:00:00,0.431,VAL,Holiday,Summer
2021-03-29 20:00:00,0.175,VAL,Weekday,Summer
2021-04-01 14:00:00,2.904,VAL,Weekday,Summer
2021-03-31 18:00:00,0.334,VAL,Weekday,Summer
2021-03-30 14:00:00,0.785,VAL,Weekday,Summer
2021-04-01 09:00:00,0.442,VAL,Weekday,Summer
2021-04-01 11:00:00,0.999,VAL,Weekday,Summer
2021-03-31 15:00:00,0.648,VAL,Weekday,Summer
2021-04-01 06:00:00,2.092,VAL,Weekday,Summer
2021-03-30 11:00:00,1.65,VAL,Weekday,Summer
2021-03-30 05:00:00,0.896,VAL,Weekday,Summer
2021-04-02 22:00:00,0.171,VAL,Holiday,null
2021-04-01 23:00:00,0.104,VAL,Weekday,Summer
2021-04-01 00:00:00,0.039,VAL,Weekday,Summer
2021-03-31 07:00:00,1.455,VAL,Weekday,Summer
2021-04-01 13:00:00,2.939,VAL,Weekday,Summer
2021-03-29 22:00:00,0.311,VAL,Weekday,Summer
2021-04-02 16:00:00,0.899,VAL,Holiday,Summer
2021-03-30 22:00:00,0.439,VAL,Weekday,Summer
2021-04-02 06:00:00,0.021,VAL,Holiday,Summer
2021-04-01 07:00:00,1.969,VAL,Weekday,Summer
2021-03-30 15:00:00,0.165,VAL,Weekday,Summer
2021-03-31 14:00:00,0.904,VAL,Weekday,Summer
2021-03-30 04:00:00,0.091,VAL,Weekday,Summer
2021-04-02 21:00:00,0.208,VAL,Holiday,Summer
2021-04-01 19:00:00,2.451,VAL,Weekday,Summer
2021-03-31 13:00:00,0.182,VAL,Weekday,Summer
2021-04-03 02:00:00,0.465,VAL,Weekend,Summer
2021-03-31 01:00:00,0.251,VAL,Weekday,Summer
2021-03-30 21:00:00,0.553,VAL,Weekday,Summer
2021-04-01 01:00:00,0.072,VAL,Weekday,Summer
2021-03-30 16:00:00,0.156,VAL,Weekday,Summer
2021-03-31 08:00:00,2.733,VAL,Weekday,Summer
2021-04-02 10:00:00,0.676,VAL,Holiday,Summer
2021-04-02 05:00:00,0.077,VAL,Holiday,Summer
2021-04-03 16:00:00,2.443,VAL,Weekend,Summer
2021-04-05 07:00:00,0.319,VAL,Weekday,Summer
2021-04-05 17:00:00,0.515,VAL,Weekday,Summer
2021-04-05 04:00:00,0.398,VAL,Weekday,Summer
2021-04-05 14:00:00,0.961,VAL,Weekday,Summer
2021-04-03 06:00:00,0.153,VAL,Weekend,Summer
2021-04-03 03:00:00,0.148,VAL,Weekend,Summer
2021-04-03 13:00:00,1.112,VAL,Weekend,Summer
2021-04-03 23:00:00,0.223,VAL,Weekend,Summer
2021-04-07 02:00:00,0.256,VAL,Weekday,null
2021-04-05 01:00:00,0.154,VAL,Weekday,Summer
2021-04-05 21:00:00,0.218,VAL,Weekday,Summer
2021-04-05 11:00:00,2.267,VAL,Weekday,Summer
2021-04-04 04:00:00,0.031,VAL,Weekend,Summer
2021-04-03 00:00:00,0.12,VAL,Weekend,Summer
2021-04-03 20:00:00,0.342,VAL,Weekend,Summer
2021-04-06 02:00:00,0.323,VAL,Weekday,Summer
2021-04-02 23:00:00,0.257,VAL,Holiday,Summer
2021-04-06 17:00:00,0.548,VAL,Weekday,Summer
2021-04-06 22:00:00,0.118,VAL,Weekday,Summer
2021-04-04 19:00:00,2.502,VAL,Weekend,Summer
2021-04-04 21:00:00,0.684,VAL,Weekend,Summer
2021-04-04 01:00:00,0.153,VAL,Weekend,Summer
2021-04-03 19:00:00,0.683,VAL,Weekend,Summer
2021-04-04 16:00:00,0.57,VAL,Weekend,Summer
2021-04-04 13:00:00,0.4,VAL,Weekend,Summer
2021-04-06 14:00:00,0.31,VAL,Weekday,Summer
2021-04-05 12:00:00,0.659,VAL,Weekday,Summer
2021-04-05 22:00:00,0.24,VAL,Weekday,Summer
2021-04-06 21:00:00,0.307,VAL,Weekday,Summer
2021-04-05 19:00:00,0.324,VAL,Weekday,Summer
2021-04-07 00:00:00,0.05,VAL,Weekday,Summer
2021-04-03 21:00:00,0.311,VAL,Weekend,Summer
2021-04-04 20:00:00,1.991,VAL,Weekend,Summer
2021-04-03 11:00:00,3.199,VAL,Weekend,Summer
2021-04-05 06:00:00,0.342,VAL,Weekday,Summer
2021-04-06 05:00:00,0.969,VAL,Weekday,Summer
2021-04-06 15:00:00,0.623,VAL,Weekday,Summer
2021-04-03 18:00:00,1.276,VAL,Weekend,Summer
2021-04-06 20:00:00,0.137,VAL,Weekday,Summer
2021-04-03 10:00:00,1.358,VAL,Weekend,Summer
2021-04-04 14:00:00,0.643,VAL,Weekend,Summer
2021-04-03 17:00:00,2.926,VAL,Weekend,Summer
2021-04-03 05:00:00,0.357,VAL,Weekend,Summer
2021-04-05 23:00:00,0.207,VAL,Weekday,Summer
2021-04-07 01:00:00,0.041,VAL,Weekday,Summer
2021-04-05 18:00:00,0.384,VAL,Weekday,Summer
2021-04-04 09:00:00,0.239,VAL,Weekend,Summer
2021-04-06 04:00:00,0.047,VAL,Weekday,Summer
2021-04-03 22:00:00,0.413,VAL,Weekend,Summer
2021-04-05 00:00:00,0.417,VAL,Weekday,Summer
2021-04-04 03:00:00,0.36,VAL,Weekend,Summer
2021-04-04 05:00:00,0.12,VAL,Weekend,Summer
2021-04-06 16:00:00,0.282,VAL,Weekday,Summer
2021-04-06 06:00:00,0.472,VAL,Weekday,Summer
2021-04-04 15:00:00,0.815,VAL,Weekend,Summer
2021-04-06 13:00:00,1.113,VAL,Weekday,Summer
2021-04-06 23:00:00,0.109,VAL,Weekday,Summer
2021-04-04 02:00:00,0.285,VAL,Weekend,Summer
2021-04-06 03:00:00,0.041,VAL,Weekday,Summer
2021-04-04 22:00:00,0.229,VAL,Weekend,Summer
2021-04-04 12:00:00,1.081,VAL,Weekend,Summer
2021-04-06 00:00:00,0.23,VAL,Weekday,Summer
2021-04-06 10:00:00,1.905,VAL,Weekday,Summer
2021-04-03 07:00:00,0.102,VAL,Weekend,Summer
2021-04-03 12:00:00,2.028,VAL,Weekend,Summer
2021-04-03 15:00:00,1.856,VAL,Weekend,Summer
2021-04-05 08:00:00,1.578,VAL,Weekday,Summer
2021-04-05 13:00:00,0.258,VAL,Weekday,Summer
2021-04-03 04:00:00,0.15,VAL,Weekend,Summer
2021-04-05 05:00:00,0.649,VAL,Weekday,Summer
2021-04-05 10:00:00,1.864,VAL,Weekday,Summer
2021-04-04 08:00:00,0.216,VAL,Weekend,Summer
2021-04-06 09:00:00,1.92,VAL,Weekday,Summer
2021-04-02 22:00:00,0.171,VAL,null,Summer
2021-04-04 23:00:00,0.221,VAL,Weekend,Summer
2021-04-06 11:00:00,0.94,VAL,Weekday,Summer
2021-04-05 02:00:00,0.042,VAL,Weekday,Summer
2021-04-06 01:00:00,0.219,VAL,Weekday,Summer
2021-04-06 08:00:00,2.153,VAL,Weekday,Summer
2021-04-05 09:00:00,2.614,VAL,Weekday,Summer
2021-04-04 00:00:00,0.198,VAL,Weekend,Summer
2021-04-03 01:00:00,0.191,VAL,Weekend,Summer
2021-04-04 10:00:00,2.24,VAL,Weekend,Summer
2021-04-04 17:00:00,0.832,VAL,Weekend,Summer
2021-04-06 18:00:00,0.389,VAL,Weekday,Summer
2021-04-04 07:00:00,0.187,VAL,Weekend,Summer
2021-04-05 16:00:00,1.037,VAL,Weekday,Summer
2021-04-03 08:00:00,0.675,VAL,Weekend,Summer
2021-04-06 07:00:00,0.646,VAL,Weekday,Summer
2021-04-05 03:00:00,0.056,VAL,Weekday,Summer
2021-04-06 12:00:00,0.858,VAL,Weekday,Summer
2021-04-04 11:00:00,1.249,VAL,Weekend,Summer
2021-04-05 15:00:00,1.03,VAL,Weekday,Summer
2021-04-03 09:00:00,2.148,VAL,Weekend,Summer
2021-04-04 18:00:00,1.218,VAL,Weekend,Summer
2021-04-05 20:00:00,0.5,VAL,Weekday,Summer
2021-04-04 06:00:00,0.377,VAL,Weekend,Summer
2021-04-03 14:00:00,0.914,VAL,Weekend,Summer
2021-04-06 19:00:00,0.328,VAL,Weekday,Summer
2021-04-09 16:00:00,0.349,VAL,Weekday,Summer
2021-04-07 05:00:00,0.589,VAL,Weekday,Summer
2021-04-07 15:00:00,0.375,VAL,Weekday,Summer
2021-04-10 05:00:00,0.077,VAL,Weekend,Summer
2021-04-10 15:00:00,0.426,VAL,Weekend,Summer
2021-04-08 10:00:00,3.446,VAL,Weekday,Summer
2021-04-09 03:00:00,0.161,VAL,Weekday,Summer
2021-04-08 00:00:00,0.182,VAL,Weekday,Summer
2021-04-08 20:00:00,0.381,VAL,Weekday,Summer
2021-04-09 13:00:00,1.148,VAL,Weekday,Summer
2021-04-10 22:00:00,0.553,VAL,Weekend,Summer
2021-04-07 12:00:00,2.153,VAL,Weekday,Summer
2021-04-07 02:00:00,0.256,VAL,null,Summer
2021-04-07 22:00:00,0.195,VAL,Weekday,Summer
2021-04-10 02:00:00,0.08,VAL,Weekend,Summer
2021-04-10 12:00:00,0.252,VAL,Weekend,Summer
2021-04-08 03:00:00,0.182,VAL,Weekday,Summer
2021-04-08 18:00:00,0.544,VAL,Weekday,Summer
2021-04-08 23:00:00,0.118,VAL,Weekday,Summer
2021-04-09 10:00:00,0.657,VAL,Weekday,Summer
2021-04-10 08:00:00,2.553,VAL,Weekend,Summer
2021-04-08 15:00:00,0.739,VAL,Weekday,Summer
2021-04-09 19:00:00,0.58,VAL,Weekday,Summer
2021-04-07 20:00:00,0.346,VAL,Weekday,Summer
2021-04-07 18:00:00,1.111,VAL,Weekday,Summer
2021-04-08 12:00:00,1.752,VAL,Weekday,Summer
2021-04-09 21:00:00,0.228,VAL,Weekday,Summer
2021-04-11 05:00:00,0.406,VAL,Weekend,null
2021-04-09 01:00:00,0.131,VAL,Weekday,Summer
2021-04-08 22:00:00,0.129,VAL,Weekday,Summer
2021-04-09 08:00:00,0.129,VAL,Weekday,Summer
2021-04-10 20:00:00,0.355,VAL,Weekend,Summer
2021-04-08 06:00:00,0.48,VAL,Weekday,Summer
2021-04-08 16:00:00,0.706,VAL,Weekday,Summer
2021-04-07 07:00:00,0.087,VAL,Weekday,Summer
2021-04-09 15:00:00,1.715,VAL,Weekday,Summer
2021-04-09 20:00:00,0.367,VAL,Weekday,Summer
2021-04-09 02:00:00,0.032,VAL,Weekday,Summer
2021-04-08 11:00:00,2.829,VAL,Weekday,Summer
2021-04-07 19:00:00,0.571,VAL,Weekday,Summer
2021-04-10 14:00:00,1.008,VAL,Weekend,Summer
2021-04-07 08:00:00,0.808,VAL,Weekday,Summer
2021-04-10 09:00:00,1.768,VAL,Weekend,Summer
2021-04-08 05:00:00,0.55,VAL,Weekday,Summer
2021-04-11 00:00:00,0.244,VAL,Weekend,Summer
2021-04-09 09:00:00,0.295,VAL,Weekday,Summer
2021-04-09 14:00:00,0.155,VAL,Weekday,Summer
2021-04-10 03:00:00,0.363,VAL,Weekend,Summer
2021-04-08 17:00:00,0.228,VAL,Weekday,Summer
2021-04-07 13:00:00,0.682,VAL,Weekday,Summer
2021-04-11 04:00:00,0.204,VAL,Weekend,Summer
2021-04-08 14:00:00,0.857,VAL,Weekday,Summer
2021-04-08 04:00:00,0.164,VAL,Weekday,Summer
2021-04-07 21:00:00,0.213,VAL,Weekday,Summer
2021-04-11 01:00:00,0.257,VAL,Weekend,Summer
2021-04-07 09:00:00,0.249,VAL,Weekday,Summer
2021-04-08 01:00:00,0.177,VAL,Weekday,Summer
2021-04-09 12:00:00,0.08,VAL,Weekday,Summer
2021-04-09 22:00:00,0.226,VAL,Weekday,Summer
2021-04-07 14:00:00,0.344,VAL,Weekday,Summer
2021-04-09 07:00:00,0.088,VAL,Weekday,Summer
2021-04-08 21:00:00,0.176,VAL,Weekday,Summer
2021-04-07 06:00:00,0.283,VAL,Weekday,Summer
2021-04-07 11:00:00,1.076,VAL,Weekday,Summer
2021-04-10 04:00:00,0.05,VAL,Weekend,Summer
2021-04-09 04:00:00,0.089,VAL,Weekday,Summer
2021-04-10 19:00:00,0.851,VAL,Weekend,Summer
2021-04-10 13:00:00,1.104,VAL,Weekend,Summer
2021-04-10 21:00:00,0.364,VAL,Weekend,Summer
2021-04-07 03:00:00,0.054,VAL,Weekday,Summer
2021-04-10 01:00:00,0.267,VAL,Weekend,Summer
2021-04-08 07:00:00,0.191,VAL,Weekday,Summer
2021-04-07 23:00:00,0.162,VAL,Weekday,Summer
2021-04-10 16:00:00,1.467,VAL,Weekend,Summer
2021-04-08 09:00:00,2.079,VAL,Weekday,Summer
2021-04-10 00:00:00,0.093,VAL,Weekend,Summer
2021-04-09 18:00:00,0.69,VAL,Weekday,Summer
2021-04-11 02:00:00,0.467,VAL,Weekend,Summer
2021-04-10 10:00:00,0.762,VAL,Weekend,Summer
2021-04-08 19:00:00,1.218,VAL,Weekday,Summer
2021-04-07 17:00:00,0.369,VAL,Weekday,Summer
2021-04-10 17:00:00,2.701,VAL,Weekend,Summer
2021-04-09 05:00:00,0.31,VAL,Weekday,Summer
2021-04-10 07:00:00,0.455,VAL,Weekend,Summer
2021-04-10 06:00:00,0.338,VAL,Weekend,Summer
2021-04-09 17:00:00,0.377,VAL,Weekday,Summer
2021-04-07 04:00:00,0.278,VAL,Weekday,Summer
2021-04-09 00:00:00,0.289,VAL,Weekday,Summer
2021-04-08 08:00:00,0.413,VAL,Weekday,Summer
2021-04-08 13:00:00,3.029,VAL,Weekday,Summer
2021-04-07 16:00:00,0.264,VAL,Weekday,Summer
2021-04-11 03:00:00,0.187,VAL,Weekend,Summer
2021-04-09 23:00:00,0.138,VAL,Weekday,Summer
2021-04-10 18:00:00,2.102,VAL,Weekend,Summer
2021-04-10 23:00:00,0.293,VAL,Weekend,Summer
2021-04-07 10:00:00,0.214,VAL,Weekday,Summer
2021-04-10 11:00:00,0.298,VAL,Weekend,Summer
2021-04-09 06:00:00,0.133,VAL,Weekday,Summer
2021-04-08 02:00:00,0.31,VAL,Weekday,Summer
2021-04-09 11:00:00,0.308,VAL,Weekday,Summer
2021-04-14 04:00:00,0.301,VAL,Weekday,Summer
2021-04-12 03:00:00,0.041,VAL,Weekday,Summer
2021-04-12 16:00:00,1.296,VAL,Weekday,Summer
2021-04-14 14:00:00,1.325,VAL,Weekday,Summer
2021-04-12 06:00:00,1.799,VAL,Weekday,Summer
2021-04-13 09:00:00,0.549,VAL,Weekday,Summer
2021-04-13 19:00:00,0.477,VAL,Weekday,Summer
2021-04-14 01:00:00,0.301,VAL,Weekday,Summer
2021-04-14 11:00:00,0.638,VAL,Weekday,Summer
2021-04-12 23:00:00,0.02,VAL,Weekday,Summer
2021-04-12 13:00:00,1.967,VAL,Weekday,Summer
2021-04-12 00:00:00,0.148,VAL,Weekday,Summer
2021-04-12 10:00:00,1.544,VAL,Weekday,Summer
2021-04-12 20:00:00,0.292,VAL,Weekday,Summer
2021-04-14 21:00:00,0.137,VAL,Weekday,Summer
2021-04-13 06:00:00,1.202,VAL,Weekday,Summer
2021-04-13 14:00:00,1.757,VAL,Weekday,Summer
2021-04-13 11:00:00,0.517,VAL,Weekday,Summer
2021-04-11 08:00:00,1.078,VAL,Weekend,Summer
2021-04-11 13:00:00,0.387,VAL,Weekend,Summer
2021-04-15 07:00:00,0.052,VAL,Weekday,null
2021-04-14 07:00:00,0.338,VAL,Weekday,Summer
2021-04-13 03:00:00,0.02,VAL,Weekday,Summer
2021-04-11 10:00:00,3.004,VAL,Weekend,Summer
2021-04-15 04:00:00,0.244,VAL,Weekday,Summer
2021-04-12 09:00:00,0.994,VAL,Weekday,Summer
2021-04-15 01:00:00,0.048,VAL,Weekday,Summer
2021-04-13 23:00:00,0.234,VAL,Weekday,Summer
2021-04-11 05:00:00,0.406,VAL,null,Summer
2021-04-12 21:00:00,0.367,VAL,Weekday,Summer
2021-04-15 08:00:00,0.33,VAL,Weekday,Summer
2021-04-11 19:00:00,1.431,VAL,Weekend,Summer
2021-04-13 00:00:00,0.07,VAL,Weekday,Summer
2021-04-11 22:00:00,0.406,VAL,Weekend,Summer
2021-04-11 12:00:00,0.567,VAL,Weekend,Summer
2021-04-11 06:00:00,0.177,VAL,Weekend,Summer
2021-04-12 05:00:00,0.535,VAL,Weekday,Summer
2021-04-12 15:00:00,1.018,VAL,Weekday,Summer
2021-04-13 07:00:00,1.755,VAL,Weekday,Summer
2021-04-14 06:00:00,0.49,VAL,Weekday,Summer
2021-04-14 16:00:00,0.318,VAL,Weekday,Summer
2021-04-11 23:00:00,0.208,VAL,Weekend,Summer
2021-04-15 02:00:00,0.054,VAL,Weekday,Summer
2021-04-14 05:00:00,0.522,VAL,Weekday,Summer
2021-04-11 18:00:00,1.882,VAL,Weekend,Summer
2021-04-13 01:00:00,0.02,VAL,Weekday,Summer
2021-04-11 07:00:00,1.922,VAL,Weekend,Summer
2021-04-14 10:00:00,0.324,VAL,Weekday,Summer
2021-04-13 08:00:00,1.83,VAL,Weekday,Summer
2021-04-14 17:00:00,0.355,VAL,Weekday,Summer
2021-04-14 22:00:00,0.094,VAL,Weekday,Summer
2021-04-12 04:00:00,0.041,VAL,Weekday,Summer
2021-04-13 13:00:00,3.383,VAL,Weekday,Summer
2021-04-11 14:00:00,2.631,VAL,Weekend,Summer
2021-04-15 03:00:00,0.306,VAL,Weekday,Summer
2021-04-11 17:00:00,1.871,VAL,Weekend,Summer
2021-04-13 05:00:00,1.02,VAL,Weekday,Summer
2021-04-13 15:00:00,1.293,VAL,Weekday,Summer
2021-04-13 22:00:00,0.228,VAL,Weekday,Summer
2021-04-13 12:00:00,1.394,VAL,Weekday,Summer
2021-04-13 02:00:00,0.072,VAL,Weekday,Summer
2021-04-11 21:00:00,0.258,VAL,Weekend,Summer
2021-04-15 00:00:00,0.104,VAL,Weekday,Summer
2021-04-11 11:00:00,2.394,VAL,Weekend,Summer
2021-04-14 23:00:00,0.305,VAL,Weekday,Summer
